Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
06/01/2018,Sevilla,Real Betis,3,5,A
07/01/2018,Leganes,Real Sociedad,1,0,H
07/01/2018,Barcelona,Levante,3,0,H
07/01/2018,Athletic Bilbao,Alaves,2,0,H
07/01/2018,Villarreal,Deportivo La Coruna,1,1,D
07/01/2018,Celta Vigo,Real Madrid,2,2,D
08/01/2018,Malaga,Espanyol,0,1,A
12/01/2018,Getafe,Malaga,1,0,H
13/01/2018,Girona,Las Palmas,6,0,H
13/01/2018,Real Madrid,Villarreal,0,1,A
13/01/2018,Eibar,Atletico Madrid,0,1,A
13/01/2018,Deportivo La Coruna,Valencia,1,2,A
14/01/2018,Levante,Celta Vigo,0,1,A
14/01/2018,Alaves,Sevilla,1,0,H
14/01/2018,Espanyol,Athletic Bilbao,1,1,D
14/01/2018,Real Sociedad,Barcelona,2,4,A
15/01/2018,Real Betis,Leganes,3,2,H
19/01/2018,Getafe,Athletic Bilbao,2,2,D
20/01/2018,Espanyol,Sevilla,0,3,A
20/01/2018,Atletico Madrid,Girona,1,1,D
20/01/2018,Villarreal,Levante,2,1,H
20/01/2018,Las Palmas,Valencia,2,1,H
21/01/2018,Alaves,Leganes,2,2,D
21/01/2018,Real Madrid,Deportivo La Coruna,7,1,H
21/01/2018,Real Sociedad,Celta Vigo,1,2,A
21/01/2018,Real Betis,Barcelona,0,5,A
22/01/2018,Eibar,Malaga,1,1,D
26/01/2018,Athletic Bilbao,Eibar,1,1,D
27/01/2018,Deportivo La Coruna,Levante,2,2,D
27/01/2018,Valencia,Real Madrid,1,4,A
27/01/2018,Malaga,Girona,0,0,D
27/01/2018,Villarreal,Real Sociedad,4,2,H
28/01/2018,Leganes,Espanyol,3,2,H
28/01/2018,Atletico Madrid,Las Palmas,3,0,H
28/01/2018,Sevilla,Getafe,1,1,D
28/01/2018,Barcelona,Alaves,2,1,H
29/01/2018,Celta Vigo,Real Betis,3,2,H
02/02/2018,Real Sociedad,Deportivo La Coruna,5,0,H
03/02/2018,Eibar,Sevilla,5,1,H
03/02/2018,Real Betis,Villarreal,2,1,H
03/02/2018,Alaves,Celta Vigo,2,1,H
03/02/2018,Levante,Real Madrid,2,2,D
04/02/2018,Getafe,Leganes,0,0,D
04/02/2018,Espanyol,Barcelona,1,1,D
04/02/2018,Girona,Athletic Bilbao,2,0,H
04/02/2018,Atletico Madrid,Valencia,1,0,H
05/02/2018,Las Palmas,Malaga,1,0,H
09/02/2018,Athletic Bilbao,Las Palmas,0,0,D
10/02/2018,Villarreal,Alaves,1,2,A
10/02/2018,Malaga,Atletico Madrid,0,1,A
10/02/2018,Leganes,Eibar,0,1,A
10/02/2018,Real Madrid,Real Sociedad,5,2,H
11/02/2018,Sevilla,Girona,1,0,H
11/02/2018,Barcelona,Getafe,0,0,D
11/02/2018,Celta Vigo,Espanyol,2,2,D
11/02/2018,Valencia,Levante,3,1,H
12/02/2018,Deportivo La Coruna,Real Betis,0,1,A
16/02/2018,Girona,Leganes,3,0,H
17/02/2018,Las Palmas,Sevilla,1,2,A
17/02/2018,Eibar,Barcelona,0,2,A
17/02/2018,Alaves,Deportivo La Coruna,1,0,H
17/02/2018,Malaga,Valencia,1,2,A
18/02/2018,Real Sociedad,Levante,3,0,H
18/02/2018,Atletico Madrid,Athletic Bilbao,2,0,H
18/02/2018,Espanyol,Villarreal,1,1,D
18/02/2018,Real Betis,Real Madrid,3,5,A
19/02/2018,Getafe,Celta Vigo,3,0,H
23/02/2018,Deportivo La Coruna,Espanyol,0,0,D
24/02/2018,Celta Vigo,Eibar,2,0,H
24/02/2018,Real Madrid,Alaves,4,0,H
24/02/2018,Leganes,Las Palmas,0,0,D
24/02/2018,Barcelona,Girona,6,1,H
25/02/2018,Villarreal,Getafe,1,0,H
25/02/2018,Athletic Bilbao,Malaga,2,1,H
25/02/2018,Valencia,Real Sociedad,2,1,H
25/02/2018,Sevilla,Atletico Madrid,2,5,A
26/02/2018,Levante,Real Betis,0,2,A
27/02/2018,Espanyol,Real Madrid,1,0,H
27/02/2018,Girona,Celta Vigo,1,0,H
28/02/2018,Athletic Bilbao,Valencia,1,1,D
28/02/2018,Getafe,Deportivo La Coruna,3,0,H
28/02/2018,Malaga,Sevilla,0,1,A
28/02/2018,Atletico Madrid,Leganes,4,0,H
28/02/2018,Eibar,Villarreal,1,0,H
01/03/2018,Real Betis,Real Sociedad,0,0,D
01/03/2018,Las Palmas,Barcelona,1,1,D
01/03/2018,Alaves,Levante,1,0,H
03/03/2018,Villarreal,Girona,0,2,A
03/03/2018,Sevilla,Athletic Bilbao,2,0,H
03/03/2018,Deportivo La Coruna,Eibar,1,1,D
03/03/2018,Leganes,Malaga,2,0,H
03/03/2018,Real Madrid,Getafe,3,1,H
04/03/2018,Levante,Espanyol,1,1,D
04/03/2018,Barcelona,Atletico Madrid,1,0,H
04/03/2018,Real Sociedad,Alaves,2,1,H
04/03/2018,Valencia,Real Betis,2,0,H
05/03/2018,Celta Vigo,Las Palmas,2,1,H
09/03/2018,Girona,Deportivo La Coruna,2,0,H
10/03/2018,Eibar,Real Madrid,1,2,A
10/03/2018,Sevilla,Valencia,0,2,A
10/03/2018,Getafe,Levante,0,1,A
10/03/2018,Malaga,Barcelona,0,2,A
11/03/2018,Espanyol,Real Sociedad,2,1,H
11/03/2018,Atletico Madrid,Celta Vigo,3,0,H
11/03/2018,Las Palmas,Villarreal,0,2,A
11/03/2018,Athletic Bilbao,Leganes,2,0,H
12/03/2018,Alaves,Real Betis,1,3,A
16/03/2018,Levante,Eibar,2,1,H
17/03/2018,Deportivo La Coruna,Las Palmas,1,1,D
17/03/2018,Valencia,Alaves,3,1,H
17/03/2018,Real Sociedad,Getafe,1,2,A
17/03/2018,Real Betis,Espanyol,3,0,H
18/03/2018,Leganes,Sevilla,2,1,H
18/03/2018,Barcelona,Athletic Bilbao,2,0,H
18/03/2018,Celta Vigo,Malaga,0,0,D
18/03/2018,Villarreal,Atletico Madrid,2,1,H
18/03/2018,Real Madrid,Girona,6,3,H
31/03/2018,Girona,Levante,1,1,D
31/03/2018,Athletic Bilbao,Celta Vigo,1,1,D
31/03/2018,Las Palmas,Real Madrid,0,3,A
31/03/2018,Sevilla,Barcelona,2,2,D
01/04/2018,Espanyol,Alaves,0,0,D
01/04/2018,Leganes,Valencia,0,1,A
01/04/2018,Eibar,Real Sociedad,0,0,D
01/04/2018,Malaga,Villarreal,1,0,H
01/04/2018,Atletico Madrid,Deportivo La Coruna,1,0,H
02/04/2018,Getafe,Real Betis,0,1,A
06/04/2018,Deportivo La Coruna,Malaga,3,2,H
07/04/2018,Alaves,Getafe,2,0,H
07/04/2018,Celta Vigo,Sevilla,4,0,H
07/04/2018,Real Betis,Eibar,2,0,H
07/04/2018,Barcelona,Leganes,3,1,H
08/04/2018,Levante,Las Palmas,2,1,H
08/04/2018,Real Madrid,Atletico Madrid,1,1,D
08/04/2018,Real Sociedad,Girona,5,0,H
08/04/2018,Valencia,Espanyol,1,0,H
09/04/2018,Villarreal,Athletic Bilbao,1,3,A
13/04/2018,Girona,Real Betis,0,1,A
14/04/2018,Sevilla,Villarreal,2,2,D
14/04/2018,Barcelona,Valencia,2,1,H
14/04/2018,Las Palmas,Real Sociedad,0,1,A
14/04/2018,Leganes,Celta Vigo,1,0,H
14/04/2018,Athletic Bilbao,Deportivo La Coruna,2,3,A
15/04/2018,Eibar,Alaves,0,1,A
15/04/2018,Atletico Madrid,Levante,3,0,H
15/04/2018,Getafe,Espanyol,1,0,H
15/04/2018,Malaga,Real Madrid,1,2,A
17/04/2018,Deportivo La Coruna,Sevilla,0,0,D
17/04/2018,Celta Vigo,Barcelona,2,2,D
17/04/2018,Villarreal,Leganes,2,1,H
18/04/2018,Espanyol,Eibar,0,1,A
18/04/2018,Valencia,Getafe,1,2,A
18/04/2018,Real Madrid,Athletic Bilbao,1,1,D
19/04/2018,Alaves,Girona,1,2,A
19/04/2018,Real Sociedad,Atletico Madrid,3,0,H
19/04/2018,Real Betis,Las Palmas,1,0,H
19/04/2018,Levante,Malaga,1,0,H
20/04/2018,Leganes,Deportivo La Coruna,0,0,D
21/04/2018,Eibar,Getafe,0,1,A
21/04/2018,Celta Vigo,Valencia,1,1,D
22/04/2018,Girona,Espanyol,0,2,A
22/04/2018,Malaga,Real Sociedad,2,0,H
22/04/2018,Las Palmas,Alaves,0,4,A
22/04/2018,Atletico Madrid,Real Betis,0,0,D
23/04/2018,Athletic Bilbao,Levante,1,3,A
09/05/2018,Barcelona,Villarreal,5,1,H
09/05/2018,Sevilla,Real Madrid,3,2,H
27/04/2018,Levante,Sevilla,2,1,H
28/04/2018,Espanyol,Las Palmas,1,1,D
28/04/2018,Real Sociedad,Athletic Bilbao,3,1,H
28/04/2018,Real Madrid,Leganes,2,1,H
28/04/2018,Villarreal,Celta Vigo,4,1,H
29/04/2018,Getafe,Girona,1,1,D
29/04/2018,Alaves,Atletico Madrid,0,1,A
29/04/2018,Valencia,Eibar,0,0,D
29/04/2018,Deportivo La Coruna,Barcelona,2,4,A
30/04/2018,Real Betis,Malaga,2,1,H
04/05/2018,Sevilla,Real Sociedad,1,0,H
05/05/2018,Girona,Eibar,1,4,A
05/05/2018,Athletic Bilbao,Real Betis,2,0,H
05/05/2018,Celta Vigo,Deportivo La Coruna,1,1,D
05/05/2018,Villarreal,Valencia,1,0,H
06/05/2018,Malaga,Alaves,0,3,A
06/05/2018,Atletico Madrid,Espanyol,0,2,A
06/05/2018,Las Palmas,Getafe,0,1,A
06/05/2018,Barcelona,Real Madrid,2,2,D
07/05/2018,Leganes,Levante,0,3,A
12/05/2018,Real Sociedad,Leganes,3,2,H
12/05/2018,Alaves,Athletic Bilbao,3,1,H
12/05/2018,Real Betis,Sevilla,2,2,D
12/05/2018,Deportivo La Coruna,Villarreal,2,4,A
12/05/2018,Eibar,Las Palmas,1,0,H
12/05/2018,Getafe,Atletico Madrid,0,1,A
12/05/2018,Girona,Valencia,0,1,A
12/05/2018,Real Madrid,Celta Vigo,6,0,H
13/05/2018,Espanyol,Malaga,4,1,H
13/05/2018,Levante,Barcelona,5,4,H
19/05/2018,Celta Vigo,Levante,4,2,H
19/05/2018,Leganes,Real Betis,3,2,H
19/05/2018,Las Palmas,Girona,1,2,A
19/05/2018,Malaga,Getafe,0,1,A
19/05/2018,Sevilla,Alaves,1,0,H
19/05/2018,Villarreal,Real Madrid,2,2,D
20/05/2018,Valencia,Deportivo La Coruna,2,1,H
20/05/2018,Athletic Bilbao,Espanyol,0,1,A
20/05/2018,Atletico Madrid,Eibar,2,2,D
20/05/2018,Barcelona,Real Sociedad,1,0,H
17/08/2018,Girona,Valladolid,0,0,D
17/08/2018,Real Betis,Levante,0,3,A
18/08/2018,Celta Vigo,Espanyol,1,1,D
18/08/2018,Villarreal,Real Sociedad,1,2,A
18/08/2018,Barcelona,Alaves,3,0,H
19/08/2018,Eibar,Huesca,1,2,A
19/08/2018,Rayo Vallecano,Sevilla,1,4,A
19/08/2018,Real Madrid,Getafe,2,0,H
20/08/2018,Valencia,Atletico Madrid,1,1,D
20/08/2018,Athletic Bilbao,Leganes,2,1,H
24/08/2018,Getafe,Eibar,2,0,H
24/08/2018,Leganes,Real Sociedad,2,2,D
25/08/2018,Alaves,Real Betis,0,0,D
25/08/2018,Atletico Madrid,Rayo Vallecano,1,0,H
25/08/2018,Valladolid,Barcelona,0,1,A
26/08/2018,Espanyol,Valencia,2,0,H
26/08/2018,Girona,Real Madrid,1,4,A
26/08/2018,Sevilla,Villarreal,0,0,D
27/08/2018,Levante,Celta Vigo,1,2,A
27/08/2018,Athletic Bilbao,Huesca,2,2,D
31/08/2018,Getafe,Valladolid,0,0,D
31/08/2018,Eibar,Real Sociedad,2,1,H
31/08/2018,Villarreal,Girona,0,1,A
01/09/2018,Celta Vigo,Atletico Madrid,2,0,H
01/09/2018,Real Madrid,Leganes,4,1,H
02/09/2018,Levante,Valencia,2,2,D
02/09/2018,Alaves,Espanyol,2,1,H
02/09/2018,Barcelona,Huesca,8,2,H
02/09/2018,Real Betis,Sevilla,1,0,H
24/10/2018,Rayo Vallecano,Athletic Bilbao,1,1,D
14/09/2018,Huesca,Rayo Vallecano,0,1,A
15/09/2018,Atletico Madrid,Eibar,1,1,D
15/09/2018,Real Sociedad,Barcelona,1,2,A
15/09/2018,Valencia,Real Betis,0,0,D
15/09/2018,Athletic Bilbao,Real Madrid,1,1,D
16/09/2018,Leganes,Villarreal,0,1,A
16/09/2018,Espanyol,Levante,1,0,H
16/09/2018,Valladolid,Alaves,0,1,A
16/09/2018,Sevilla,Getafe,0,2,A
17/09/2018,Girona,Celta Vigo,3,2,H
21/09/2018,Huesca,Real Sociedad,0,1,A
22/09/2018,Rayo Vallecano,Alaves,1,5,A
22/09/2018,Celta Vigo,Valladolid,3,3,D
22/09/2018,Eibar,Leganes,1,0,H
22/09/2018,Getafe,Atletico Madrid,0,2,A
22/09/2018,Real Madrid,Espanyol,1,0,H
23/09/2018,Levante,Sevilla,2,6,A
23/09/2018,Villarreal,Valencia,0,0,D
23/09/2018,Real Betis,Athletic Bilbao,2,2,D
23/09/2018,Barcelona,Girona,2,2,D
25/09/2018,Espanyol,Eibar,1,0,H
25/09/2018,Real Sociedad,Rayo Vallecano,2,2,D
25/09/2018,Atletico Madrid,Huesca,3,0,H
26/09/2018,Athletic Bilbao,Villarreal,0,3,A
26/09/2018,Leganes,Barcelona,2,1,H
26/09/2018,Valencia,Celta Vigo,1,1,D
26/09/2018,Sevilla,Real Madrid,3,0,H
27/09/2018,Alaves,Getafe,1,1,D
27/09/2018,Valladolid,Levante,2,1,H
27/09/2018,Girona,Real Betis,0,1,A
28/09/2018,Rayo Vallecano,Espanyol,2,2,D
29/09/2018,Real Sociedad,Valencia,0,1,A
29/09/2018,Barcelona,Athletic Bilbao,1,1,D
29/09/2018,Eibar,Sevilla,1,3,A
29/09/2018,Real Madrid,Atletico Madrid,0,0,D
30/09/2018,Huesca,Girona,1,1,D
30/09/2018,Villarreal,Valladolid,0,1,A
30/09/2018,Levante,Alaves,2,1,H
30/09/2018,Real Betis,Leganes,1,0,H
01/10/2018,Celta Vigo,Getafe,1,1,D
05/10/2018,Athletic Bilbao,Real Sociedad,1,3,A
06/10/2018,Girona,Eibar,2,3,A
06/10/2018,Getafe,Levante,0,1,A
06/10/2018,Alaves,Real Madrid,1,0,H
06/10/2018,Leganes,Rayo Vallecano,1,0,H
07/10/2018,Valladolid,Huesca,1,0,H
07/10/2018,Atletico Madrid,Real Betis,1,0,H
07/10/2018,Espanyol,Villarreal,3,1,H
07/10/2018,Sevilla,Celta Vigo,2,1,H
07/10/2018,Valencia,Barcelona,1,1,D
19/10/2018,Celta Vigo,Alaves,0,1,A
20/10/2018,Real Madrid,Levante,1,2,A
20/10/2018,Valencia,Leganes,1,1,D
20/10/2018,Villarreal,Atletico Madrid,1,1,D
20/10/2018,Barcelona,Sevilla,4,2,H
21/10/2018,Rayo Vallecano,Getafe,1,2,A
21/10/2018,Eibar,Athletic Bilbao,1,1,D
21/10/2018,Huesca,Espanyol,0,2,A
21/10/2018,Real Betis,Valladolid,0,1,A
22/10/2018,Real Sociedad,Girona,0,0,D
26/10/2018,Valladolid,Espanyol,1,1,D
27/10/2018,Girona,Rayo Vallecano,2,1,H
27/10/2018,Athletic Bilbao,Valencia,0,0,D
27/10/2018,Celta Vigo,Eibar,4,0,H
27/10/2018,Levante,Leganes,2,0,H
27/10/2018,Atletico Madrid,Real Sociedad,2,0,H
28/10/2018,Getafe,Real Betis,2,0,H
28/10/2018,Barcelona,Real Madrid,5,1,H
28/10/2018,Alaves,Villarreal,2,1,H
28/10/2018,Sevilla,Huesca,2,1,H
03/11/2018,Leganes,Atletico Madrid,1,1,D
03/11/2018,Real Madrid,Valladolid,2,0,H
03/11/2018,Valencia,Girona,0,1,A
03/11/2018,Rayo Vallecano,Barcelona,2,3,A
04/11/2018,Eibar,Alaves,2,1,H
04/11/2018,Villarreal,Levante,1,1,D
04/11/2018,Real Sociedad,Sevilla,0,0,D
04/11/2018,Huesca,Getafe,1,1,D
04/11/2018,Real Betis,Celta Vigo,3,3,D
05/11/2018,Espanyol,Athletic Bilbao,1,0,H
09/11/2018,Levante,Real Sociedad,1,3,A
10/11/2018,Valladolid,Eibar,0,0,D
10/11/2018,Getafe,Valencia,0,1,A
10/11/2018,Atletico Madrid,Athletic Bilbao,3,2,H
10/11/2018,Girona,Leganes,0,0,D
11/11/2018,Alaves,Huesca,2,1,H
11/11/2018,Barcelona,Real Betis,3,4,A
11/11/2018,Rayo Vallecano,Villarreal,2,2,D
11/11/2018,Sevilla,Espanyol,2,1,H
11/11/2018,Celta Vigo,Real Madrid,2,4,A
23/11/2018,Leganes,Alaves,1,0,H
24/11/2018,Eibar,Real Madrid,3,0,H
24/11/2018,Valencia,Rayo Vallecano,3,0,H
24/11/2018,Huesca,Levante,2,2,D
24/11/2018,Atletico Madrid,Barcelona,1,1,D
25/11/2018,Athletic Bilbao,Getafe,1,1,D
25/11/2018,Sevilla,Valladolid,1,0,H
25/11/2018,Espanyol,Girona,1,3,A
25/11/2018,Villarreal,Real Betis,2,1,H
26/11/2018,Real Sociedad,Celta Vigo,2,1,H
30/11/2018,Rayo Vallecano,Eibar,1,0,H
01/12/2018,Celta Vigo,Huesca,2,0,H
01/12/2018,Valladolid,Leganes,2,4,A
01/12/2018,Getafe,Espanyol,3,0,H
01/12/2018,Real Madrid,Valencia,2,0,H
02/12/2018,Real Betis,Real Sociedad,1,0,H
02/12/2018,Girona,Atletico Madrid,1,1,D
02/12/2018,Barcelona,Villarreal,2,0,H
02/12/2018,Alaves,Sevilla,1,1,D
03/12/2018,Levante,Athletic Bilbao,3,0,H
07/12/2018,Leganes,Getafe,1,1,D
08/12/2018,Atletico Madrid,Alaves,3,0,H
08/12/2018,Valencia,Sevilla,1,1,D
08/12/2018,Villarreal,Celta Vigo,2,3,A
08/12/2018,Espanyol,Barcelona,0,4,A
09/12/2018,Eibar,Levante,4,4,D
09/12/2018,Huesca,Real Madrid,0,1,A
09/12/2018,Real Sociedad,Valladolid,1,2,A
09/12/2018,Real Betis,Rayo Vallecano,2,0,H
10/12/2018,Athletic Bilbao,Girona,1,0,H
14/12/2018,Celta Vigo,Leganes,0,0,D
15/12/2018,Getafe,Real Sociedad,1,0,H
15/12/2018,Valladolid,Atletico Madrid,2,3,A
15/12/2018,Real Madrid,Rayo Vallecano,1,0,H
15/12/2018,Eibar,Valencia,1,1,D
16/12/2018,Sevilla,Girona,2,0,H
16/12/2018,Espanyol,Real Betis,1,3,A
16/12/2018,Huesca,Villarreal,2,2,D
16/12/2018,Levante,Barcelona,0,5,A
17/12/2018,Alaves,Athletic Bilbao,0,0,D
21/12/2018,Girona,Getafe,1,1,D
21/12/2018,Real Sociedad,Alaves,0,1,A
22/12/2018,Real Betis,Eibar,1,1,D
22/12/2018,Atletico Madrid,Espanyol,1,0,H
22/12/2018,Barcelona,Celta Vigo,2,0,H
22/12/2018,Athletic Bilbao,Valladolid,1,1,D
23/12/2018,Valencia,Huesca,2,1,H
23/12/2018,Leganes,Sevilla,1,1,D
23/12/2018,Rayo Vallecano,Levante,2,1,H
03/01/2019,Villarreal,Real Madrid,2,2,D
04/01/2019,Levante,Girona,2,2,D
04/01/2019,Espanyol,Leganes,1,0,H
05/01/2019,Valladolid,Rayo Vallecano,0,1,A
05/01/2019,Alaves,Valencia,2,1,H
05/01/2019,Huesca,Real Betis,2,1,H
06/01/2019,Eibar,Villarreal,0,0,D
06/01/2019,Sevilla,Atletico Madrid,1,1,D
06/01/2019,Real Madrid,Real Sociedad,0,2,A
06/01/2019,Getafe,Barcelona,1,2,A
07/01/2019,Celta Vigo,Athletic Bilbao,1,2,A
11/01/2019,Rayo Vallecano,Celta Vigo,4,2,H
12/01/2019,Leganes,Huesca,1,0,H
12/01/2019,Valencia,Valladolid,1,1,D
12/01/2019,Girona,Alaves,1,1,D
12/01/2019,Villarreal,Getafe,1,2,A
13/01/2019,Atletico Madrid,Levante,1,0,H
13/01/2019,Athletic Bilbao,Sevilla,2,0,H
13/01/2019,Barcelona,Eibar,3,0,H
13/01/2019,Real Betis,Real Madrid,1,2,A
14/01/2019,Real Sociedad,Espanyol,3,2,H
18/01/2019,Getafe,Alaves,4,0,H
19/01/2019,Real Madrid,Sevilla,2,0,H
19/01/2019,Huesca,Atletico Madrid,0,3,A
19/01/2019,Celta Vigo,Valencia,1,2,A
20/01/2019,Real Betis,Girona,3,2,H
20/01/2019,Villarreal,Athletic Bilbao,1,1,D
20/01/2019,Levante,Valladolid,2,0,H
20/01/2019,Rayo Vallecano,Real Sociedad,2,2,D
20/01/2019,Barcelona,Leganes,3,1,H
21/01/2019,Eibar,Espanyol,3,0,H
26/01/2019,Sevilla,Levante,5,0,H
26/01/2019,Atletico Madrid,Getafe,2,0,H
26/01/2019,Leganes,Eibar,2,2,D
26/01/2019,Valencia,Villarreal,3,0,H
27/01/2019,Valladolid,Celta Vigo,2,1,H
27/01/2019,Girona,Barcelona,0,2,A
27/01/2019,Athletic Bilbao,Real Betis,1,0,H
27/01/2019,Real Sociedad,Huesca,0,0,D
27/01/2019,Espanyol,Real Madrid,2,4,A
28/01/2019,Alaves,Rayo Vallecano,0,1,A
01/02/2019,Huesca,Valladolid,4,0,H
02/02/2019,Levante,Getafe,0,0,D
02/02/2019,Real Sociedad,Athletic Bilbao,2,1,H
02/02/2019,Barcelona,Valencia,2,2,D
02/02/2019,Celta Vigo,Sevilla,1,0,H
03/02/2019,Villarreal,Espanyol,2,2,D
03/02/2019,Real Betis,Atletico Madrid,1,0,H
03/02/2019,Eibar,Girona,3,0,H
03/02/2019,Real Madrid,Alaves,3,0,H
04/02/2019,Rayo Vallecano,Leganes,1,2,A
08/02/2019,Valladolid,Villarreal,0,0,D
09/02/2019,Getafe,Celta Vigo,3,1,H
09/02/2019,Atletico Madrid,Real Madrid,1,3,A
09/02/2019,Espanyol,Rayo Vallecano,2,1,H
09/02/2019,Girona,Huesca,0,2,A
10/02/2019,Leganes,Real Betis,3,0,H
10/02/2019,Valencia,Real Sociedad,0,0,D
10/02/2019,Sevilla,Eibar,2,2,D
10/02/2019,Athletic Bilbao,Barcelona,0,0,D
11/02/2019,Alaves,Levante,2,0,H
15/02/2019,Eibar,Getafe,2,2,D
16/02/2019,Celta Vigo,Levante,1,4,A
16/02/2019,Rayo Vallecano,Atletico Madrid,0,1,A
16/02/2019,Real Sociedad,Leganes,3,0,H
16/02/2019,Barcelona,Valladolid,1,0,H
17/02/2019,Real Madrid,Girona,1,2,A
17/02/2019,Valencia,Espanyol,0,0,D
17/02/2019,Villarreal,Sevilla,3,0,H
17/02/2019,Real Betis,Alaves,1,1,D
18/02/2019,Huesca,Athletic Bilbao,0,1,A
22/02/2019,Espanyol,Huesca,1,1,D
23/02/2019,Getafe,Rayo Vallecano,2,1,H
23/02/2019,Sevilla,Barcelona,2,4,A
23/02/2019,Alaves,Celta Vigo,0,0,D
23/02/2019,Athletic Bilbao,Eibar,1,0,H
24/02/2019,Leganes,Valencia,1,1,D
24/02/2019,Atletico Madrid,Villarreal,2,0,H
24/02/2019,Valladolid,Real Betis,0,2,A
24/02/2019,Levante,Real Madrid,1,2,A
25/02/2019,Girona,Real Sociedad,0,0,D
01/03/2019,Rayo Vallecano,Girona,0,2,A
02/03/2019,Espanyol,Valladolid,3,1,H
02/03/2019,Villarreal,Alaves,1,2,A
02/03/2019,Huesca,Sevilla,2,1,H
02/03/2019,Real Madrid,Barcelona,0,1,A
03/03/2019,Eibar,Celta Vigo,1,0,H
03/03/2019,Real Betis,Getafe,1,2,A
03/03/2019,Real Sociedad,Atletico Madrid,0,2,A
03/03/2019,Valencia,Athletic Bilbao,2,0,H
04/03/2019,Leganes,Levante,1,0,H
08/03/2019,Athletic Bilbao,Espanyol,1,1,D
09/03/2019,Alaves,Eibar,1,1,D
09/03/2019,Atletico Madrid,Leganes,1,0,H
09/03/2019,Barcelona,Rayo Vallecano,3,1,H
09/03/2019,Getafe,Huesca,2,1,H
10/03/2019,Celta Vigo,Real Betis,0,1,A
10/03/2019,Girona,Valencia,2,3,A
10/03/2019,Levante,Villarreal,0,2,A
10/03/2019,Sevilla,Real Sociedad,5,2,H
10/03/2019,Valladolid,Real Madrid,1,4,A
15/03/2019,Real Sociedad,Levante,1,1,D
16/03/2019,Huesca,Alaves,1,3,A
16/03/2019,Real Madrid,Celta Vigo,2,0,H
16/03/2019,Athletic Bilbao,Atletico Madrid,2,0,H
16/03/2019,Leganes,Girona,0,2,A
17/03/2019,Eibar,Valladolid,1,2,A
17/03/2019,Espanyol,Sevilla,0,1,A
17/03/2019,Valencia,Getafe,0,0,D
17/03/2019,Villarreal,Rayo Vallecano,3,1,H
17/03/2019,Real Betis,Barcelona,1,4,A
29/03/2019,Girona,Athletic Bilbao,1,2,A
30/03/2019,Getafe,Leganes,0,2,A
30/03/2019,Barcelona,Espanyol,2,0,H
30/03/2019,Celta Vigo,Villarreal,3,2,H
30/03/2019,Alaves,Atletico Madrid,0,4,A
31/03/2019,Levante,Eibar,2,2,D
31/03/2019,Rayo Vallecano,Real Betis,1,1,D
31/03/2019,Sevilla,Valencia,0,1,A
31/03/2019,Valladolid,Real Sociedad,1,1,D
31/03/2019,Real Madrid,Huesca,3,2,H
02/04/2019,Atletico Madrid,Girona,2,0,H
02/04/2019,Espanyol,Getafe,1,1,D
02/04/2019,Villarreal,Barcelona,4,4,D
03/04/2019,Athletic Bilbao,Levante,3,2,H
03/04/2019,Eibar,Rayo Vallecano,2,1,H
03/04/2019,Huesca,Celta Vigo,3,3,D
03/04/2019,Valencia,Real Madrid,2,1,H
04/04/2019,Sevilla,Alaves,2,0,H
04/04/2019,Leganes,Valladolid,1,0,H
04/04/2019,Real Sociedad,Real Betis,2,1,H
06/04/2019,Girona,Espanyol,1,2,A
06/04/2019,Real Madrid,Eibar,2,1,H
06/04/2019,Rayo Vallecano,Valencia,2,0,H
06/04/2019,Barcelona,Atletico Madrid,2,0,H
07/04/2019,Alaves,Leganes,1,1,D
07/04/2019,Getafe,Athletic Bilbao,1,0,H
07/04/2019,Valladolid,Sevilla,0,2,A
07/04/2019,Celta Vigo,Real Sociedad,3,1,H
07/04/2019,Levante,Huesca,2,2,D
07/04/2019,Real Betis,Villarreal,2,1,H
13/04/2019,Espanyol,Alaves,2,1,H
13/04/2019,Huesca,Barcelona,0,0,D
13/04/2019,Atletico Madrid,Celta Vigo,2,0,H
13/04/2019,Sevilla,Real Betis,3,2,H
14/04/2019,Valladolid,Getafe,2,2,D
14/04/2019,Athletic Bilbao,Rayo Vallecano,3,2,H
14/04/2019,Real Sociedad,Eibar,1,1,D
14/04/2019,Girona,Villarreal,0,1,A
14/04/2019,Valencia,Levante,3,1,H
15/04/2019,Leganes,Real Madrid,1,1,D
19/04/2019,Alaves,Valladolid,2,2,D
20/04/2019,Celta Vigo,Girona,2,1,H
20/04/2019,Eibar,Atletico Madrid,0,1,A
20/04/2019,Rayo Vallecano,Huesca,0,0,D
20/04/2019,Barcelona,Real Sociedad,2,1,H
21/04/2019,Levante,Espanyol,2,2,D
21/04/2019,Getafe,Sevilla,3,0,H
21/04/2019,Real Madrid,Athletic Bilbao,3,0,H
21/04/2019,Villarreal,Leganes,2,1,H
21/04/2019,Real Betis,Valencia,1,2,A
23/04/2019,Huesca,Eibar,2,0,H
23/04/2019,Valladolid,Girona,1,0,H
23/04/2019,Alaves,Barcelona,0,2,A
24/04/2019,Atletico Madrid,Valencia,3,2,H
24/04/2019,Leganes,Athletic Bilbao,0,1,A
24/04/2019,Espanyol,Celta Vigo,1,1,D
24/04/2019,Levante,Real Betis,4,0,H
